200016	Kemudian nasehat kami kepada para Polisi agar berhati2 dari memakan uang haram - dan uang tilang harusnya ke negara, bukan ke Pak Polisi- karena badan yang tumbuh dari harta yang haram, neraka lebih layak baginya. 	harusnya	harus	-nya	97	105	http://al-atsariyyah.com/bayar-tilang-tanpa-sidang-dan-bukan-suap.html	non-main	adverbial	root	necessity	possible	present	positive	nondeg
105684	Secara definisi validity adalah mengukur apa yang harus diukur. 	harus	harus		50	55	http://ansel-boto.blogspot.com/2010_09_01_archive.html	non-main	relative	root	necessity	possible	present	positive	nondeg
400056	Dan, kalau nanti dia tanya ayahnya, apa ya yang mesti saya Jawab. 	mesti	mesti		48	53	http://alchaidar.blogspot.com/2008/09/aceh-bersimbah-darah-buku.html	non-main	relative	root	necessity	possible	future	positive	nondeg
200175	Yang perlu menjadi prioritas, harusnya berbagai pihak mencari cara agar korupsi dapat di berantas dan APBD berpihak kepada rakyat. 	harusnya	harus	-nya	30	38	http://aa-otda.blogspot.com/2009_04_01_archive.html	main	assertion	root	necessity	possible	present	positive	nondeg
600120	Kalau hal itu terjadi, kita bisa uring-uringan karena harus berhenti mengetik sejenak untuk meng-undo dan mengembalikan cursor ke tempat yang semestinya. 	semestinya	mesti	se-...-nya	142	152	http://anthempart.blogspot.com/	non-main	relative	root	weak_necessity	possible	present	positive	nondeg
400457	" Beliau mengatakan bahwa pemilik SPBU mesti memiliki tanggung jawab yang tinggi untuk mengawasi pengawas maupun operator SPBU. 	mesti	mesti		39	44	http://adi-permana.blogspot.com/2008_04_01_archive.html	non-main	assertion	root	necessity	possible	present	positive	nondeg
200152	Kalau minta suaka harusnya ke luar negeri, bukan ke Istora Senayan. 	harusnya	harus	-nya	18	26	http://abisyakir.wordpress.com/2010/01/02/gerakan-pemujaan-gus-dur/	main	conditiona-then	root	weak_necessity	possible	past	positive	nondeg
200143	Rian jahat, kita harusnya gak boleh melakukan ini katanya sambil menangis. 	harusnya	harus	-nya	17	25	http://17tahun-abay.blogspot.com/	non-main	assertion	root	weak_necessity	counterfactual	past	low.neg	nondeg
400053	Kadang ide sudah ada, tetapi penulis masih bingung, apa mesti dilakukan dengan ide itu karena begitu gelap untuk menjabarkannya. 	mesti	mesti		56	61	http://albasanto.wordpress.com/2009/09/24/membuat-teks-khutbah-jumat/	non-main	question	root	necessity	possible	present	positive	nondeg
500167	Biasanya jantung penderita berdetak tidak normal atau tidak berdetak sebagaimana mestinya. 	mestinya	mesti	-nya	81	89	http://ayinosa31.wordpress.com/2010/03/29/olahraga-dan-penyakit-jantung/	non-main	adverbial	root	weak_necessity	counterfactual	present	positive	nondeg
106368	Oleh karena itu harus memiliki ilmu manajeman agar segala permaslahan dapat diselesaikan dengan baik, tidak merugikan salah satu pihak dan memuaskan semuanya. 	harus	harus		16	21	http://apbusinessmanagement.blogspot.com/2009/04/tugas-mm-24-mengapa-anda-perlu-belajar.html	main	assertion	root	necessity	possible	present	positive	nondeg
108427	Juga harus kita akui bahwa pemahaman keliru yang terdapat dalam sebuah buku kadang bersumber dari kesalahan pribadi dari sang penulis tanpa ada maksud jelek dari sang penulis tersebut. 	harus	harus		5	10	http://ainuamri.wordpress.com/risalah-jihad-islam-anti-terorisme/	main	assertion	root	necessity	possible	present	positive	nondeg
200147	Kesannya agak melebih2kan sesuatu yang harusnya bisa dicerna pembacanya tanpa perlu ditebalkan atau dibuat berhuruf kapital. 	harusnya	harus	-nya	39	47	http://a2121minded.wordpress.com/2007/12/19/akhirnya-gw-harus-merelakan-gengsi-untuk-sesuatu-yang-lebih/	non-main	relative	epistemic	weak_necessity	possible	present	positive	nondeg
600129	Calon legeslatif dipilih dari perwakilan tiap partai dan sering terjadi pemilihan caleg tersebut dilakukan dengan tidak semestinya misalnya hanya mengandalkan kepopuleran caleg ( dalam hal ini artis) . 	semestinya	mesti	se-...-nya	120	130	http://arrumaishapsi06.multiply.com/journal	non-main	adverbial	root	weak_necessity	possible	present	high.neg	nondeg
400087	Karena itu, untuk memahami kekerasan kita mesti mengindentifikasi kompleksitas gesture sosial yang ada disekitar kekerasan berlansung. 	mesti	mesti		42	47	http://amrclub.blogspot.com/	main	assertion	root	necessity	possible	present	positive	nondeg
300006	Orang dermawan seharusnya menjawab permintaan ( untuk datang) di malam hari meskipun ( permintaan itu) adalah undangan untuk dibunuh. 	seharusnya	harus	se-...-nya	15	25	http://agoeshadie.blogspot.com/	main	assertion	root	weak_necessity	possible	present	positive	nondeg
500203	Realitas politik ini mestinya menjadi perhatian kelompok yang akan memekarkan wilayah. 	mestinya	mesti	-nya	21	29	http://aa-otda.blogspot.com/	main	assertion	epistemic	weak_necessity	possible	present	positive	nondeg
301941	Mereka seharusnya diadili oleh mereka yang mengetahui tentang pelanggarannya, dan ketika mereka divonis bersalah, mereka seharusnya dipecat secara adil. 	seharusnya	harus	se-...-nya	7	17	http://id.wikipedia.org/wiki/39_Artikel_Gereja_Anglikan	main	assertion	root	weak_necessity	possible	present	positive	nondeg
500255	Seandainya pendapat ini benar, mestinya terdapat sejumlah besar spesies peralihan ( juga disebut sebagai spesies antara, atau spesies mata rantai) yang menghubungkan satu spesies dengan spesies yang lain yang menjadi nenek moyangnya. 	mestinya	mesti	-nya	31	39	http://3ipa3smanwrg.blogspot.com/	main	conditiona-then	epistemic	weak_necessity	counterfactual	present	positive	nondeg
200011	STATUS FBKU, 17 JULI 2009 PUKUL 10.12 Harusnya kita memiliki pendewasaan kehidupan beragama yang mengedepankan semangat kejujuran. 	harusnya	harus	-nya	38	46	http://ainuttijar.blogspot.com/2009_07_01_archive.html	main	assertion	root	weak_necessity	possible	present	positive	nondeg
400123	Nah pertanyaan, betapa banyak orang yang mesti terlibat konspirasi menyembunyikan identitas Supriyadi untuk sebuah alasan yang bahkan tidak jelas hingga saar ini. 	mesti	mesti		41	46	http://anusapati.blogdetik.com/2008/08/17/misteri-andaryoko/	non-main	relative	root	necessity	possible	past	positive	nondeg
600044	Tetapi menurut saya semestinya Majelis Hakim dapat menetapkan jam dan hari persidangannya. 	semestinya	mesti	se-...-nya	20	30	http://anggara.org/2006/09/28/tentang-perceraian/	main	assertion	epistemic	weak_necessity	possible	present	positive	nondeg
300470	Kemudian mintalah petunjuk mereka bagaimana Anda seharusnya melafalkan kalimat tertentu dengan tepat. 	seharusnya	harus	se-...-nya	49	59	http://anzaho.wordpress.com/	non-main	question	root	weak_necessity	possible	present	positive	nondeg
105583	Saya mendapat pelajaran bahwa saya harus baik-baik mengunyah-ngunyah hal yang akan saya sampaikan karena saya selalu mendengung-dengungkan jika yang kita sampaikan adalah distorsi maka yang terjadi adalah proses doktrinasi. 	harus	harus		35	40	http://anomalibadaiotak.multiply.com/reviews	non-main	assertion	root	necessity	possible	present	positive	nondeg
200142	Ya terakhir saya melihat dia sedang menghina kangen band khususnya vocalistnya yang bertampang jelak padahal sesama muka pas-pasan harusnya saling mendukung! 	harusnya	harus	-nya	131	139	http://15meh.blogspot.com/2008_08_01_archive.html	non-main	adverbial	root	weak_necessity	possible	present	positive	nondeg
300924	Bermain video game bisa termasuk dalam eskapisme jika dilakukan berlebihan Eskapisme adalah sikap hidup yang bertujuan untuk menghindarkan diri dari segala kesulitan, terutama dalam menghadapi masalah yang seharusnya diselesaikan secara wajar. 	seharusnya	harus	se-...-nya	206	216	http://id.wikipedia.org/wiki/Eskapisme	non-main	relative	root	necessity	possible	present	positive	nondeg
500281	Tetapi seorang pemimpin, apakah caleg, capres, cawapres, dan para tokoh pendukungnya, mestinya memiliki kearifan dalam berpolitik. 	mestinya	mesti	-nya	86	94	http://aderusliana.blogspot.com/2009/04/wawancara-presiden.html	main	assertion	root	weak_necessity	possible	present	positive	nondeg
300363	Partai politik seharusnya menjadi mesin produksi pemimpin bangsa yang kredible dan memiliki nilai strong leadership. 	seharusnya	harus	se-...-nya	15	25	http://andiahmadyani.blogspot.com/	main	assertion	root	weak_necessity	possible	present	positive	nondeg
301448	Ini adalah taubat di saat terjepit, maka tidaklah itu bermanfaat baginya, dan tidak akan diterima taubatnya, sebab seharusnya taubat itu dilakukannya sejak dahulu ( ketika masih hidup normal, bukan di ambang ajal - pent) . 	seharusnya	harus	se-...-nya	115	125	http://abuamincepu.wordpress.com/download-buku-agama/	non-main	adverbial	root	necessity	counterfactual	past	positive	nondeg
101305	Meskipun kesimpulan di atas telah saya buat ( khusus Kej 6: 4) , namun harus diakui bahwa di dalam PL juga ada cukup banyak ayat yang berbicara tentang adanya manusia-manusia raksasa. 	harus	harus		71	76	http://airhidup.info/wp/benarkah-ada-raksasa-dalam-alkitab/	main	assertion	root	necessity	possible	present	positive	nondeg
105315	Tapi kalau STNK hilang, setahu saya, anda harus ke samsat tempat nomor anda dikeluarkan. 	harus	harus		42	47	http://anisavitri.wordpress.com/2010/01/19/samsat-online-samsat-keliling-reformasi-polri-gampang-cepat/	main	conditiona-then	root	necessity	counterfactual	present	positive	nondeg
600128	Jika peristiwa itu diragukan, maka sudah semestinya peristiwa lainnya yang tercantum dalam Shahih Bukhari juga ikut diragukan, seperti peristiwa Saqifah, dan peristiwa Nabi yang menyerahkan bendera perang kepada Ali pada perang Khaibar. 	semestinya	mesti	se-...-nya	41	51	http://arrahmah.com/read/2011/03/22/11495-bukti-nyata-kepalsuan-madzhab-syiah.html	main	conditiona-then	epistemic	necessity	possible	present	positive	nondeg
600022	32. Baca firman Tuhan senormalnya dng kesadaran spt kita makan yaitu kita mesti makan bkn hny yg kita suka mood ttp yg semestinya dibutuhkan dan ada porsinya ( kesadaran seorg yg dewasa) . 	semestinya	mesti	se-...-nya	119	129	http://alb3rt15.blogspot.com/	non-main	relative	root	weak_necessity	possible	present	positive	nondeg
400075	Meski berada di puncak sebuah institusi bisnis, sebagai seorang alumni Faperta SKS 80, dia masih memikirkan bagaimana mengembangkan almamaternya, apa yang mesti dilakukan alumninya dan sebagainya. 	mesti	mesti		155	160	http://alumni-unsoed.tripod.com/id3.html	non-main	relative	root	weak_necessity	possible	present	positive	nondeg
600054	Sebagai pejabat daerah, sudah semestinya melindungi masyarakat dari sesuatu yang bisa merugikan seperti pornografi. 	semestinya	mesti	se-...-nya	30	40	http://antonmeirio.blogspot.com/2010_06_01_archive.html	main	assertion	root	necessity	possible	present	positive	nondeg
200163	Sebaliknya, pemerintah harusnya belajar dari pengalaman lalu karena program BLT tidak efektif dan membuat warga miskin malas untuk bekerja. 	harusnya	harus	-nya	23	31	http://adibsusilasiraj.blogspot.com/	main	assertion	root	weak_necessity	possible	present	positive	nondeg
300390	Setelah mereka terpilih menjadi presiden dan wakil presiden seharusnya mereka dapat membuktikan janji-janji yang telah mereka janjikan kepada para pemilih. 	seharusnya	harus	se-...-nya	60	70	http://anggitaw5.blogspot.com/	main	assertion	root	weak_necessity	possible	present	positive	nondeg
300155	Seharusnya kita seperti muslim Timur Tengah yang militan? 	seharusnya	harus	se-...-nya	0	10	http://al-hikmahtulungagung.blogspot.com/	main	question	root	weak_necessity	possible	present	positive	nondeg
102823	Nilai itu harus jelas, harus semakin diyakini oleh individu dan harus diaplikasikan dalam perbuatan. 	harus	harus		64	69	http://alifazizagustus.wordpress.com/2009/05/27/manusia-nilai-moral-dan-hukum/	main	assertion	root	necessity	possible	present	positive	nondeg
200024	Kemiskinan, kemelaratan, minimnya akses informasi, harusnya itu semua justru bisa kita atasi agar umat ini bisa maju BERSAMA. 	harusnya	harus	-nya	51	59	http://amed.wordpress.com/2007/10/27/benarkah-bumi-mengelilingi-matahari/	main	assertion	root	weak_necessity	possible	present	positive	nondeg
400500	Akan tetapi, tanpa ada dorongan ini pun mesti diakui bahwa manusia membutuhkan orang lain dan secara alami membangun kontak sosial. 	mesti	mesti		40	45	http://id.wikipedia.org/wiki/Afiliasi	main	assertion	root	necessity	possible	present	positive	nondeg
600046	Jika kita gunakan logika presidensialisme murni, kemenangan mutlak yang diraih Yudhoyono semestinya membuat dia amat sangat leluasa menyusun kabinetnya. 	semestinya	mesti	se-...-nya	89	99	http://ansel-boto.blogspot.com/2009_10_01_archive.html	main	conditiona-then	epistemic	weak_necessity	possible	present	positive	nondeg
500098	Ternyata orang orang seperti itu susah sekali ditemukan di negeri ini sehingga banyak bagian bagian di negeri ini yang tidak berjalan sebagaimana mestinya. 	mestinya	mesti	-nya	146	154	http://alazharyouthleaderinstitute.wordpress.com/	non-main	adverbial	root	weak_necessity	counterfactual	present	positive	nondeg
200105	Nesting instinct ini juga ada pada manusia, yang bikin para ibu pada akhir kehamilan ( yang harusnya banyak istirahat) , biasanya justru makin sibuk beberes rumah buat menyambut si kecil dan belanja berbagai kebutuhan bayi. 	harusnya	harus	-nya	92	100	http://anggrainiqueen.multiply.com/journal	non-main	relative	root	weak_necessity	counterfactual	present	positive	nondeg
400126	Karenanya, pendidikan dan bantuan hukum masih menjadi kebutuhan utama yang mesti difasilitasi Negara. 	mesti	mesti		75	80	http://apatra.blogspot.com/2007/04/akses-mendapatkan-keadilan-undang.html	non-main	relative	root	necessity	possible	present	positive	nondeg
101073	Tanda keempat; saat gerbang permata menjadi super basah dan licin, ini berarti si pria harus lebih rajin memasukkan " giok" - nya, dan lebih dalam, cepat dan mantap, dengan hentakan yang pasti, untuk lebih jauh menyusup ke Istana Angkasa. 	harus	harus		87	92	http://aindra.blogspot.com/2007_10_17_archive.html	non-main	assertion	root	necessity	possible	present	positive	nondeg
301851	" Studi dengan desain lintas batas memang sungguh aneh, " tutur Direktur Laboratorium Metabolisme, Universitas Massachusset di Amrhest, AS. Tapi dia mengatakan penelitian tersebut seharusnya dilakukan berkelanjutan. 	seharusnya	harus	se-...-nya	180	190	http://advanceproduct.blogspot.com/2010/11/penyakit-jantung-koroner-merupakan.html	non-main	assertion	root	weak_necessity	possible	past	positive	nondeg
400174	" Jadi penyebab timbulnya uban juga mesti disembuhkan, " ucap akupuntur Pusaka Timur ini. 	mesti	mesti		36	41	http://akupuntur.blogspot.com/	non-main	assertion	root	necessity	possible	present	positive	nondeg
500313	MCH adalah bangunan berbentuk kubus berukuran 76 kaki² ( 7,1 m²) , yang dirancang untuk 1-2 penghuni, dan memiliki ruang untuk tidur, makan, beraktifitas, dapur, dan kamar mandi yang berfungsi sebagaimana mestinya. 	mestinya	mesti	-nya	205	213	http://id.wikipedia.org/wiki/Gerakan_rumah_kecil	non-main	adverbial	root	weak_necessity	possible	present	positive	nondeg
301311	Ini adalah kejadian yang nyata terjadi dilingkungan PNS, dan ini sudah seharusnya menjadi perhatian pihak pemerintah yang mempunyai kewenangan dalam hal ini. 	seharusnya	harus	se-...-nya	71	81	http://bagjana.wordpress.com/2007/03/14/mengkritisi-sistem-penggajian-pns/	main	assertion	root	weak_necessity	possible	past	positive	nondeg
